ID_Karyawan,USIA,Generasi,Status Pegawai New,Tingkatan Jabatan,Jabatan,Unit Bisnis,Lokasi Kerja,"Tgl Mulai Bekerja
(Dd/Mm/Yyyy) New",Rincian Masa Kerja New,Tanggal Berakhir Kontrak,Status Terminasi,Tanggal Terminasi (Dd/Mm/Yyyy),Status_Label,Is_Resign,Tingkatan_Jabatan_New,USIA_CLEAN,Usia_Masuk,Lokasi Kerja Group
KFA-14519,"32 Tahun, 9 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Balikpapan,UNIT BISNIS BALIKPAPAN,2011-01-08,14.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,30.833333333333332,OTHER_LOCATION
KFA-14520,"27 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Surabaya,KF. BANYU URIP II,2022-01-10,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-14521,"27 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Jambi,KF THEHOK,2021-01-10,4.0,,HABIS KONTRAK,2024-01-10 00:00:00.000000000,KARYAWAN PKWT,0,5,27.0,26.666666666666668,OTHER_LOCATION
KFA-14522,"26 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Lampung,KF.0131,2022-10-26,3.0,,HABIS KONTRAK,2024-10-26 00:00:00.000000000,KARYAWAN PKWT,0,5,26.0,25.75,OTHER_LOCATION
KFA-14523,"32 Tahun, 0 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Yogyakarta,KF.0609 TAJEM,2014-01-12,11.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.083333333333332,OTHER_LOCATION
KFA-14524,"27 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Tanjung Pinang,KF.0646 SUTOMO,2024-05-01,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.916666666666668,OTHER_LOCATION
KFA-14525,"41 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Semarang,KF.0153,2022-01-03,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,41.0,40.75,OTHER_LOCATION
KFA-14526,"29 Tahun, 2 Bulan",Millennials,PKWT,ASISTEN MANAGER,PHARMACY MANAGER,Bogor,KF.0690,2022-02-12,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,29.0,28.75,OTHER_LOCATION
KFA-14527,"46 Tahun, 4 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Mataram,KF.0234,2005-01-04,20.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,46.0,44.333333333333336,OTHER_LOCATION
KFA-14528,"24 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Medan,KF HM Joni,2023-02-12,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,24.0,23.833333333333332,OTHER_LOCATION
KFA-14529,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,KF.0137,2024-11-07,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.916666666666668,OTHER_LOCATION
KFA-14530,"32 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Medan,KF.0315 SIPUAN,2019-01-12,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.5,OTHER_LOCATION
KFA-14531,"30 Tahun, 0 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Cirebon,KF.0493 GN JATI KESAMBI,2007-12-01,18.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,30.0,28.5,OTHER_LOCATION
KFA-14532,"36 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,UNIT BISNIS BATAM,2021-02-01,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,36.0,35.666666666666664,OTHER_LOCATION
KFA-14533,"50 Tahun, 10 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Padang,KF.SOLOK,1997-01-06,28.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,50.0,47.666666666666664,OTHER_LOCATION
KFA-14534,"33 Tahun, 1 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Surakarta,KF.0418 NGAWI,2012-01-07,13.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,33.0,31.916666666666668,OTHER_LOCATION
KFA-14535,"32 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Mataram,KF.0189,2019-08-10,6.0,,HABIS KONTRAK,2024-09-10 00:00:00.000000000,KARYAWAN PKWT,0,5,32.0,31.5,KF.0189
KFA-14536,"27 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Surabaya,KF.0407 MULYO,2024-01-09,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.916666666666668,OTHER_LOCATION
KFA-14537,"39 Tahun, 5 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Palu,KF BASUKI RAHMAT,2010-01-09,15.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,39.0,37.75,OTHER_LOCATION
KFA-14538,"32 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Semarang,KF.0071,2019-02-01,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.5,OTHER_LOCATION
KFA-14539,"30 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Gorontalo,KF.TELAGA,2022-01-04,3.0,,HABIS KONTRAK,2024-08-10 00:00:00.000000000,KARYAWAN PKWT,0,5,30.0,29.75,OTHER_LOCATION
KFA-14540,"28 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Kendari,KF.PEL045 RSUD KENDARI,2022-01-02,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-14541,"26 Tahun, 7 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Jaya 2,KF CEMPAKA PUTIH TENGAH,2023-06-03,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-14542,"31 Tahun, 0 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA ADM. KAS / BANK,Banda Aceh,UNIT BISNIS BANDA ACEH,2022-04-10,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,31.0,30.75,OTHER_LOCATION
KFA-14543,"28 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Palangkaraya,KF.0112,2019-01-03,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.5,KF.0112
KFA-14544,"30 Tahun, 6 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Bekasi,KF.0591 ZAMRUD,2013-01-12,12.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,30.0,29.0,OTHER_LOCATION
KFA-14545,"28 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Surakarta,KF.0076,2024-05-01,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.916666666666668,OTHER_LOCATION
KFA-14546,"27 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,Malang,KF KEBONSARI MALANG,2021-07-03,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.666666666666668,OTHER_LOCATION
KFA-14547,"43 Tahun, 4 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Batam,KF.0224,2004-01-02,21.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,43.0,41.25,OTHER_LOCATION
KFA-14548,"50 Tahun, 1 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Surakarta,KF KARANGANYAR,1995-01-07,30.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,50.0,47.5,OTHER_LOCATION
KFA-14549,"28 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Yogyakarta,KF SUGIYOPRANOTO WONOSARI,2020-01-05,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.583333333333332,OTHER_LOCATION
KFA-14550,"32 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Jember,KF BONDOWOSO,2022-01-09,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.75,OTHER_LOCATION
KFA-14551,"27 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Batam,KF M. LEGENDA,2022-12-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-14552,"33 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Manado,KF PEL POBUNDAYAN,2019-08-05,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,33.0,32.5,KF PEL POBUNDAYAN
KFA-14553,"24 Tahun, 0 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.CILEUNGSI,2023-01-11,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,24.0,23.833333333333332,OTHER_LOCATION
KFA-14554,"28 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF Bumi Anggrek,2020-01-05,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.583333333333332,OTHER_LOCATION
KFA-14555,"32 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Banda Aceh,KF Pel RSUD Teungku Peukan Blangpidie,2022-02-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.75,OTHER_LOCATION
KFA-14556,"26 Tahun, 10 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,Surabaya,KF.0432 AMPEL,2022-01-07,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.75,OTHER_LOCATION
KFA-14557,"24 Tahun, 9 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Denpasar,KF.0200 TOHPATI,2024-01-01,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,24.0,23.916666666666668,OTHER_LOCATION
KFA-14558,"33 Tahun, 5 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Makassar,KF.DAYA,2021-03-08,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,33.0,32.666666666666664,OTHER_LOCATION
KFA-14559,"32 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Gorontalo,KF.0251,2020-08-10,5.0,,HABIS KONTRAK,2024-08-10 00:00:00.000000000,KARYAWAN PKWT,0,5,32.0,31.583333333333332,OTHER_LOCATION
KFA-14560,"28 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Denpasar,KF.0173 SANUR,2022-01-10,3.0,,PENGUNDURAN DIRI,2024-01-10 00:00:00.000000000,RESIGN,1,5,28.0,27.75,OTHER_LOCATION
KFA-14561,"25 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Malang,KF.0053,2024-01-01,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,25.0,24.916666666666668,OTHER_LOCATION
KFA-14562,"43 Tahun, 10 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Semarang,KF.0324,2000-01-11,25.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,43.0,40.916666666666664,OTHER_LOCATION
KFA-14563,"34 Tahun, 11 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Tanjung Pinang,KF.0649 BATUBATAS,2013-01-02,12.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,34.0,33.0,OTHER_LOCATION
KFA-14564,"28 Tahun, 8 Bulan",Generasi Z,PKWT,PELAKSANA,PHARMACY MANAGER,Mataram,KF.0626 GAJAH MADA,2022-07-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-14565,"32 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Madura,KF SUMENEP,2020-01-02,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.583333333333332,OTHER_LOCATION
KFA-14566,"25 Tahun, 11 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Balikpapan,KF BEURAU,2022-08-12,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,25.0,24.75,OTHER_LOCATION
KFA-14567,"30 Tahun, 8 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Surakarta,KF PANDANARAN,2019-01-04,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,30.0,29.5,OTHER_LOCATION
KFA-14568,"29 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Cirebon,KF 0709 PEMUDA,2023-01-01,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,29.0,28.833333333333332,OTHER_LOCATION
KFA-14569,"26 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,KF.0091,2021-02-23,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.666666666666668,OTHER_LOCATION
KFA-14570,"34 Tahun, 8 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,KF.0224,2013-09-17,12.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,34.0,33.0,OTHER_LOCATION
KFA-14571,"30 Tahun, 10 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Ambon,KF URIMESING AMBON,2020-01-02,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,30.0,29.583333333333332,OTHER_LOCATION
KFA-14572,"28 Tahun, 0 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Surakarta,KF.0619 GENTAN,2022-03-01,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-14573,"40 Tahun, 2 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Pekanbaru,KF.0093,2008-01-09,17.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,40.0,38.583333333333336,OTHER_LOCATION
KFA-14574,"28 Tahun, 11 Bulan",Millennials,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Mataram,KF TALIWANG,2022-07-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-14575,"30 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Samarinda,KF HIDAYATULLAH (KF 114),2021-01-06,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,30.0,29.666666666666668,OTHER_LOCATION
KFA-14576,"27 Tahun, 7 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Mataram,KF. BUIN BATU,2022-07-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.75,OTHER_LOCATION
KFA-14577,"29 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Palu,KF VETERAN PALU,2020-04-27,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,29.0,28.583333333333332,OTHER_LOCATION
KFA-14578,"31 Tahun, 9 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Medan,KF.0557 MARELAN,2023-01-03,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,31.0,30.833333333333332,OTHER_LOCATION
KFA-14579,"28 Tahun, 3 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Yogyakarta,KF.0401 SETURAN,2022-01-02,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.75,OTHER_LOCATION
KFA-14580,"29 Tahun, 9 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Batam,KF.0464 SPPLAZA,2019-01-02,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,29.0,28.5,OTHER_LOCATION
KFA-14581,"31 Tahun, 3 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Balikpapan,KF.EWALK,2018-11-05,7.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,31.0,30.416666666666668,OTHER_LOCATION
KFA-14582,"24 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Karawang,KF MUNJUL,2023-02-10,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,24.0,23.833333333333332,OTHER_LOCATION
KFA-14583,"28 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bandung,KF.SETIA BUDI,2021-10-24,4.0,,HABIS KONTRAK,2024-10-26 00:00:00.000000000,KARYAWAN PKWT,0,5,28.0,27.666666666666668,OTHER_LOCATION
KFA-14584,"30 Tahun, 7 Bulan",Millennials,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Banda Aceh,KF.0403 BIREUN,2022-08-09,3.0,,HABIS KONTRAK,2024-01-10 00:00:00.000000000,KARYAWAN PKWT,0,5,30.0,29.75,OTHER_LOCATION
KFA-14585,"31 Tahun, 11 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0007 JUANDA,2012-01-05,13.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,31.0,29.916666666666668,KF.0007 JUANDA
KFA-14586,"56 Tahun, 7 Bulan",Generasi X,PKWTT,SUPERVISOR,STAFF KHUSUS UNIT BISNIS,Palembang,UNIT BISNIS PALEMBANG,1989-01-01,36.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,4,56.0,53.0,OTHER_LOCATION
KFA-14587,"29 Tahun, 10 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Yogyakarta,KF.0021,2021-01-10,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,29.0,28.666666666666668,KF.0021
KFA-14588,"31 Tahun, 4 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Samarinda,KF LOA JANAN (KF 907),2012-06-25,13.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,31.0,29.916666666666668,OTHER_LOCATION
KFA-14589,"24 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bogor,KF.0348 DRAMAGA,2022-09-25,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,24.0,23.75,KF.0348 DRAMAGA
KFA-14590,"35 Tahun, 2 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Malang,KF SMAN II PARE,2008-08-05,17.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,35.0,33.583333333333336,OTHER_LOCATION
KFA-14591,"25 Tahun, 1 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Medan,KF KARYA,2023-01-11,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,25.0,24.833333333333332,OTHER_LOCATION
KFA-14592,"27 Tahun, 6 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Semarang,KF PRAMBATAN,2019-01-10,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.5,OTHER_LOCATION
KFA-14593,"26 Tahun, 2 Bulan",Generasi Z,PKWT,PELAKSANA,APOTEKER PENDAMPING,Depok,KF RATU JAYA,2022-10-17,3.0,,HABIS KONTRAK,2024-10-17 00:00:00.000000000,KARYAWAN PKWT,0,5,26.0,25.75,OTHER_LOCATION
KFA-14594,"28 Tahun, 4 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Tasikmalaya,APOTEK KF. SINGAPARNA,2024-11-07,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,28.0,27.916666666666668,OTHER_LOCATION
KFA-14595,"26 Tahun, 9 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Bekasi,KF.0340 CIKARANG,2024-02-13,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.916666666666668,OTHER_LOCATION
KFA-14596,"33 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Semarang,KF DEMAK,2019-11-01,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,33.0,32.5,OTHER_LOCATION
KFA-14597,"26 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Balikpapan,KF.0158 MARKONI,2023-01-10,2.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.833333333333332,OTHER_LOCATION
KFA-14598,"28 Tahun, 5 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Cilegon,KF CIRUAS,2020-09-25,5.0,,PENGUNDURAN DIRI,2024-10-13 00:00:00.000000000,RESIGN,1,5,28.0,27.583333333333332,OTHER_LOCATION
KFA-14599,"33 Tahun, 2 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Pontianak,KF PURNAMA,2020-08-09,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,33.0,32.583333333333336,OTHER_LOCATION
KFA-14600,"29 Tahun, 11 Bulan",Millennials,PKWT,PELAKSANA,APOTEKER PENDAMPING,Padang,KF.0530 ALAI,2019-07-10,6.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,29.0,28.5,OTHER_LOCATION
KFA-14601,"29 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,KF M. LEGENDA,2021-02-01,4.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,29.0,28.666666666666668,OTHER_LOCATION
KFA-14602,"27 Tahun, 1 Bulan",Generasi Z,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Jaya 2,KF.0345 RACHMAT,2024-08-03,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.916666666666668,OTHER_LOCATION
KFA-14603,"30 Tahun, 6 Bulan",Millennials,PKWT,PELAKSANA,PHARMACY MANAGER,Bekasi,KF.0347 PEKAYON,2018-10-09,7.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,30.0,29.416666666666668,OTHER_LOCATION
KFA-14604,"32 Tahun, 5 Bulan",Millennials,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Bekasi,KF.0507 CIBITUNG,2020-01-02,5.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,32.0,31.583333333333332,OTHER_LOCATION
KFA-14605,"26 Tahun, 1 Bulan",Generasi Z,MAGANG,PELAKSANA,PELAKSANA LAYANAN FARMASI,Batam,KF.0413 BOTANIA,2022-12-11,3.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,26.0,25.75,OTHER_LOCATION
KFA-14606,"27 Tahun, 4 Bulan",Generasi Z,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Balikpapan,KF. PRAPATAN,2018-01-04,7.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,27.0,26.416666666666668,OTHER_LOCATION
KFA-14607,"35 Tahun, 1 Bulan",Millennials,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Kupang,KF.0159,2013-03-10,12.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,35.0,34.0,OTHER_LOCATION
KFA-14608,"54 Tahun, 3 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA ADM. PEMBELIAN,Semarang,UNIT BISNIS SEMARANG,1995-01-08,30.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,54.0,51.5,UNIT BISNIS SEMARANG
KFA-14609,"49 Tahun, 10 Bulan",Generasi X,PKWTT,ASISTEN MANAGER,PHARMACY MANAGER,Tangerang,KF 115 PAMULANG,2000-01-11,25.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,3,49.0,46.916666666666664,KF 115 PAMULANG
KFA-14610,"32 Tahun, 1 Bulan",Millennials,PKWT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Ternate,KF. JATI LURUS,2024-03-06,1.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,32.0,31.916666666666668,OTHER_LOCATION
KFA-14611,"41 Tahun, 10 Bulan",Millennials,PKWTT,PELAKSANA,"PELAKSANA ADM. SDM, UMUM & PENAGIHAN",Palu,KF POS SUDIRMAN,2006-01-12,19.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,41.0,39.416666666666664,OTHER_LOCATION
KFA-14612,"56 Tahun, 8 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA PENUNJANG LAYANAN FARMASI,Manado,KF SINGKIL,1998-01-07,27.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,56.0,53.75,OTHER_LOCATION
KFA-14613,"49 Tahun, 7 Bulan",Generasi X,PKWTT,PELAKSANA,PELAKSANA LAYANAN FARMASI,Malang,KF.PARE  II,2002-01-03,23.0,,AKTIF,2024-10-31 00:00:00.000000000,AKTIF,0,5,49.0,47.083333333333336,OTHER_LOCATION
